ID,Restaurant,Type,Description,Date,Time,Subtotal,Service,Delivery,Tax,Tip,Restaurant Total,Commission,Processing Fee,Withheld Tax
O-405904664163702,Oriental Express - Centreville Crest Ln,Prepaid Order,,6/24/18,2:39 PM,15.2,0,2,0.91,2.72,20.83,-2.58,-0.94,0
P-57572623,Oriental Express - Centreville Crest Ln,Phone Order,,6/2/18,9:05 PM,0,0,0,0,0,0,-3.86,0,0
O-279704659880403,Oriental Express - Centreville Crest Ln,Prepaid Order,,6/23/18,4:19 PM,36.65,0,2,2.2,3,43.85,-5.8,-1.64,0
O-523004527421596,Oriental Express - Centreville Crest Ln,Prepaid Order,,6/10/18,4:56 PM,34.2,0,2,2.05,5.74,43.99,-5.43,-1.64,0
O-713604714252387,Oriental Express - Centreville Crest Ln,Prepaid Order,,6/29/18,7:12 PM,35.85,0,2,2.15,7.17,47.17,-5.68,-1.74,0
O-475704644609483,Oriental Express - Centreville Crest Ln,Prepaid Order,,6/22/18,6:15 PM,20.7,0,2,1.24,3.06,27,-3.41,-1.12,0
O-234004711119308,Oriental Express - Centreville Crest Ln,Prepaid Order,,6/29/18,5:46 PM,20.4,0,2,1.22,4.72,28.34,-3.36,-1.16,0
O-539604449702554,Oriental Express - Centreville Crest Ln,Prepaid Order,,6/2/18,6:45 PM,15.5,0,2,0.93,2.76,21.19,-2.63,-0.95,0
O-651404538971657,Oriental Express - Centreville Crest Ln,Cash Order,,6/11/18,3:51 PM,18,0,2,1.08,0,21.08,-3,0,0
O-099204653041857,Oriental Express - Centreville Crest Ln,Adjustment of O-099204653041857,6.00 tip,6/23/18,7:36 PM,0,0,0,0,0,6.74,0,0,0
O-468804694521722,Oriental Express - Centreville Crest Ln,Prepaid Order,,6/27/18,4:40 PM,14.05,0,2,0.84,2.53,19.42,-2.41,-0.89,0
O-771904467742506,Oriental Express - Centreville Crest Ln,Prepaid Order,,6/4/18,7:18 PM,26.85,0,2,1.61,4,34.46,-4.33,-1.35,0
O-469604448596054,Oriental Express - Centreville Crest Ln,Prepaid Order,,6/2/18,4:08 PM,26.7,0,2,1.6,6.06,36.36,-4.31,-1.41,0
O-972504587714550,Oriental Express - Centreville Crest Ln,Cash Order,,6/16/18,3:15 PM,15.7,0,0,0.94,0,16.64,-2.36,0,0
O-827704521069392,Oriental Express - Centreville Crest Ln,Prepaid Order,,6/10/18,6:10 PM,25.45,0,2,1.53,0,28.98,-4.12,-1.18,0
O-515604558908466,Oriental Express - Centreville Crest Ln,Cash Order,,6/13/18,5:46 PM,20,0,2,1.2,0,23.2,-3.3,0,0
O-785904442259756,Oriental Express - Centreville Crest Ln,Prepaid Order,,6/2/18,11:02 AM,16.7,0,2,1,2.96,22.66,-2.81,-0.99,0
O-170104624388933,Oriental Express - Centreville Crest Ln,?,,6/20/18,7:16 PM,17.65,0,2,1.06,3.11,23.82,-2.95,-1.03,0
O-643104502385651,Oriental Express - Centreville Crest Ln,Prepaid Order,,6/8/18,7:48 PM,23.6,0,2,1.42,0,27.02,-3.84,-1.12,0
O-236304522802374,Oriental Express - Centreville Crest Ln,Prepaid Order,,6/10/18,2:30 PM,32.75,0,2,1.97,5.51,42.23,-5.21,-1.59,0
O-661004599666996,Oriental Express - Centreville Crest Ln,Prepaid Order,,6/17/18,6:48 PM,33.65,0,2,2.02,0,37.67,-5.35,-1.45,0
O-017504583574755,Oriental Express - Centreville Crest Ln,Cash Order,,6/16/18,5:03 PM,18.4,0,2,1.1,0,21.5,-3.06,0,0
O-591604572351784,Oriental Express - Centreville Crest Ln,Prepaid Order,,6/14/18,8:39 PM,49.3,0,2,2.96,8.14,62.4,-7.7,-2.2,0
