"ID","Restaurant","Type","Description","Date","Time","Subtotal","Service","Delivery","Tax","Tip","Restaurant Total","Commission","Processing Fee","Withheld Tax"
"O-723104871988245","Oriental Express - Centreville Crest Ln","Prepaid Order",,"7/15/18","6:01 PM","23.40","0","2.00","1.40","3.51","30.31","-3.81","-1.22","0"
"O-307004939008355","Oriental Express - Centreville Crest Ln","Prepaid Order",,"7/21/18","12:31 PM","17.40","0","2.00","1.04","3.07","23.51","-2.91","-1.02","0"
"O-565505020569662","Oriental Express - Centreville Crest Ln","Prepaid Order",,"7/29/18","8:18 PM","24.25","0","2.00","1.46","4.16","31.87","-3.94","-1.27","0"
"O-870604821638235","Oriental Express - Centreville Crest Ln","Prepaid Order",,"7/9/18","9:23 PM","20.45","0","2.00","1.23","4.74","28.42","-3.37","-1.17","0"
"O-606504852528899","Oriental Express - Centreville Crest Ln","Prepaid Order",,"7/12/18","8:26 PM","16.30","0","2.00","0.98","3.86","23.14","-2.75","-1.01","0"
"O-329504852565547","Oriental Express - Centreville Crest Ln","Cash Order",,"7/12/18","8:45 PM","25.45","0","2.00","1.53","0","28.98","-4.12","0","0"
"O-253504786741786","Oriental Express - Centreville Crest Ln","Prepaid Order",,"7/5/18","8:10 PM","17.50","0","2.00","1.05","4.11","24.66","-2.93","-1.05","0"
"O-307004819004176","Oriental Express - Centreville Crest Ln","Prepaid Order",,"7/9/18","3:21 PM","19.15","0","2.00","1.15","3.35","25.65","-3.17","-1.08","0"
"O-750604925855387","Oriental Express - Centreville Crest Ln","Prepaid Order",,"7/20/18","3:21 PM","15.80","0","2.00","0.95","2.81","21.56","-2.67","-0.96","0"
"O-190304871637410","Oriental Express - Centreville Crest Ln","Prepaid Order",,"7/14/18","9:10 PM","23.40","0","2.00","1.40","4.02","30.82","-3.81","-1.24","0"
"O-378204934930699","Oriental Express - Centreville Crest Ln","Prepaid Order",,"7/21/18","7:31 PM","23.40","0","2.00","1.40","2.34","29.14","-3.81","-1.19","0"
"O-253504806762351","Oriental Express - Centreville Crest Ln","Cash Order",,"7/8/18","6:04 PM","23.25","0","2.00","1.40","0","30.65","-3.79","0","0"
"O-790804760402206","Oriental Express - Centreville Crest Ln","Prepaid Order",,"7/3/18","8:49 PM","32.40","0","2.00","1.94","3.50","39.84","-5.16","-1.52","0"
"O-521304768052483","Oriental Express - Centreville Crest Ln","Prepaid Order",,"7/4/18","8:23 PM","31.95","0","0.00","1.92","5.08","38.95","-4.79","-1.49","0"
"O-944504739277792","Oriental Express - Centreville Crest Ln","Prepaid Order",,"7/1/18","5:08 PM","21.80","0","2.00","1.31","2.51","27.62","-3.57","-1.14","0"
"P-59406485","Oriental Express - Centreville Crest Ln","Phone Order",,"7/21/18","8:10 PM","0","0","0.00","0.00","0","0.00","-4.03","0","0"
"O-856304736521685","Oriental Express - Centreville Crest Ln","Prepaid Order",,"7/1/18","12:05 PM","28.65","0","2.00","1.72","6.47","38.84","-4.60","-1.48","0"
"O-944905014791621","Oriental Express - Centreville Crest Ln","Prepaid Order",,"7/29/18","4:46 PM","22.35","0","2.00","1.34","0","25.69","-3.65","-1.08","0"
"O-723104911977357","Oriental Express - Centreville Crest Ln","Prepaid Order",,"7/18/18","9:39 PM","20.75","0","2.00","1.25","3.60","27.60","-3.41","-1.14","0"
"O-870604881691117","Oriental Express - Centreville Crest Ln","Prepaid Order",,"7/16/18","7:16 PM","41.75","0","2.00","2.51","4.63","50.89","-6.56","-1.85","0"
"O-253504816740412","Oriental Express - Centreville Crest Ln","Prepaid Order",,"7/9/18","12:56 PM","15.05","0","2.00","0.90","2.69","20.64","-2.56","-0.93","0"
"O-588105035913347","Oriental Express - Centreville Crest Ln","Prepaid Order",,"7/30/18","9:35 PM","18.40","0","2.00","1.10","3.23","24.73","-3.06","-1.05","0"
"O-471904873629286","Oriental Express - Centreville Crest Ln","Prepaid Order",,"7/14/18","10:22 PM","21.70","0","2.00","1.30","0","25.00","-3.56","-1.06","0"
"O-455604942127939","Oriental Express - Centreville Crest Ln","Cash Order",,"7/21/18","9:55 PM","15.50","0","2.00","0.93","0","18.43","-2.63","0","0"
"O-253504806763445","Oriental Express - Centreville Crest Ln","Prepaid Order",,"7/8/18","6:49 PM","49.30","0","2.00","2.96","7.00","61.26","-7.70","-2.17","0"
"O-146105036895765","Oriental Express - Centreville Crest Ln","Prepaid Order",,"7/31/18","6:51 PM","19.90","0","2.00","1.19","4.62","27.71","-3.29","-1.15","0"
"O-329504882585805","Oriental Express - Centreville Crest Ln","Prepaid Order",,"7/16/18","6:00 PM","20.30","0","2.00","1.22","3.53","27.05","-3.35","-1.13","0"
"O-329504882585786","Oriental Express - Centreville Crest Ln","Prepaid Order",,"7/16/18","5:35 PM","38.40","0","2.00","2.30","0","42.70","-6.06","-1.60","0"
"O-311004780695310","Oriental Express - Centreville Crest Ln","Prepaid Order",,"7/6/18","6:51 PM","31.05","0","2.00","1.86","0","34.91","-4.96","-1.36","0"
