"ID","Restaurant","Type","Description","Date","Time","Subtotal","Service","Delivery","Tax","Tip","Restaurant Total","Commission","Processing Fee","Withheld Tax"
"O-792805282506360","Oriental Express - Centreville Crest Ln","Prepaid Order",,"8/24/18","10:30 PM","15.20","0","2.00","0.91","0","18.11","-2.58","-0.85","0"
"O-297405288204551","Oriental Express - Centreville Crest Ln","Cash Order",,"8/24/18","9:48 PM","16.80","0","2.00","1.01","0","19.81","-2.82","0","0"
"O-849305349858529","Oriental Express - Centreville Crest Ln","Prepaid Order",,"8/31/18","5:40 PM","23.20","0","2.00","1.39","3.99","30.58","-3.78","-1.23","0"
"O-238205094435338","Oriental Express - Centreville Crest Ln","Prepaid Order",,"8/6/18","6:52 PM","31.85","0","2.00","1.91","4.24","40.00","-5.08","-1.52","0"
"O-738405230082551","Oriental Express - Centreville Crest Ln","Prepaid Order",,"8/20/18","7:30 PM","23.15","0","2.00","1.39","5.31","31.85","-3.77","-1.27","0"
"O-065005228643797","Oriental Express - Centreville Crest Ln","Prepaid Order",,"8/19/18","6:30 PM","20.60","0","2.00","1.24","3.58","27.42","-3.39","-1.14","0"
"O-493705152858848","Oriental Express - Centreville Crest Ln","Prepaid Order",,"8/12/18","5:47 PM","29.85","0","2.00","1.79","3.00","36.64","-4.78","-1.42","0"
"O-172205158144588","Oriental Express - Centreville Crest Ln","Prepaid Order",,"8/12/18","6:00 PM","18.35","0","2.00","1.10","2.75","24.20","-3.05","-1.04","0"
"O-182905223293569","Oriental Express - Centreville Crest Ln","Adjustment of O-182905223293569","This additional charge is due to the special instructions. Sub Lo Mein instead of rice please","8/19/18","1:18 PM","0","0","0.00","0.00","0","3.18","0","0","0"
"O-357305318195301","Oriental Express - Centreville Crest Ln","Prepaid Order",,"8/28/18","6:56 PM","18.50","0","2.00","1.11","4.00","25.61","-3.08","-1.08","0"
"O-539605112819538","Oriental Express - Centreville Crest Ln","Prepaid Order",,"8/7/18","9:15 PM","18.50","0","2.00","1.11","3.24","24.85","-3.08","-1.06","0"
"O-826205282440804","Oriental Express - Centreville Crest Ln","Prepaid Order",,"8/25/18","5:22 PM","43.80","0","2.00","2.63","7.26","55.69","-6.87","-2.00","0"
"O-840105328313827","Oriental Express - Centreville Crest Ln","Prepaid Order",,"8/29/18","5:36 PM","37.85","0","2.00","2.27","4.21","46.33","-5.98","-1.71","0"
"O-738405190089633","Oriental Express - Centreville Crest Ln","Prepaid Order",,"8/16/18","4:47 PM","14.00","0","2.00","0.84","2.53","19.37","-2.40","-0.89","0"
"O-065005188641312","Oriental Express - Centreville Crest Ln","Prepaid Order",,"8/15/18","5:55 PM","31.40","0","2.00","1.88","5.29","40.57","-5.01","-1.54","0"
"O-581705166057994","Oriental Express - Centreville Crest Ln","Prepaid Order",,"8/13/18","12:06 PM","33.15","0","2.00","1.99","5.57","42.71","-5.27","-1.60","0"
"O-508605311524037","Oriental Express - Centreville Crest Ln","Prepaid Order",,"8/28/18","7:34 PM","28.00","0","2.00","1.68","8.00","39.68","-4.50","-1.51","0"
"O-146105046894356","Oriental Express - Centreville Crest Ln","Prepaid Order",,"8/1/18","5:13 PM","22.00","0","2.00","1.32","3.80","29.12","-3.60","-1.19","0"
"O-129705224992244","Oriental Express - Centreville Crest Ln","Cash Order",,"8/18/18","8:30 PM","15.00","0","2.00","0.90","0","17.90","-2.55","0","0"
