ID,Restaurant,Type,Description,Date,Time,Subtotal,Service,Delivery,Tax,Tip,Restaurant Total,Commission,Processing Fee,Withheld Tax
O-802106015619502,Oriental Express - Centreville Crest Ln,Prepaid Order,,11/6/18,6:35 PM,19.3,0,2,1.16,3.37,25.83,-3.2,-1.09,0
O-390006119767063,Oriental Express - Centreville Crest Ln,Prepaid Order,,11/16/18,6:04 PM,25.65,0,2,1.54,4.38,33.57,-4.15,-1.32,0
O-676306201172791,Oriental Express - Centreville Crest Ln,Prepaid Order,,11/25/18,1:09 PM,16.3,0,2,0.98,3.86,23.14,-2.75,-1.01,0
O-900106245705172,Oriental Express - Centreville Crest Ln,Prepaid Order,,11/28/18,8:45 PM,30.05,0,2,1.8,5.08,38.93,-4.81,-1.49,0
O-274106003501724,Oriental Express - Centreville Crest Ln,Prepaid Order,,11/5/18,5:14 PM,9.55,0,0,0.57,0,10.12,-1.43,-0.61,0
O-073406127340220,Oriental Express - Centreville Crest Ln,Prepaid Order,,11/17/18,6:29 PM,51.1,0,2,3.07,8.43,64.6,-7.97,-2.27,0
O-364406115515894,Oriental Express - Centreville Crest Ln,Prepaid Order,,11/16/18,6:05 PM,32.95,0,2,1.98,7.39,44.32,-5.24,-1.65,0
O-410906199039131,Oriental Express - Centreville Crest Ln,Prepaid Order,,11/24/18,12:51 PM,22.5,0,2,1.35,2.59,28.44,-3.68,-1.17,0
O-276006243662238,Oriental Express - Centreville Crest Ln,Prepaid Order,,11/29/18,5:50 PM,34,0,2,2.04,4,42.04,-5.4,-1.58,0
O-019606116927517,Oriental Express - Centreville Crest Ln,?,,11/16/18,6:24 PM,18.4,0,2,1.1,3.23,24.73,-3.06,-1.05,0
O-364406105516425,Oriental Express - Centreville Crest Ln,Prepaid Order,,11/15/18,3:13 PM,25.05,0,2,1.5,5.45,34,-4.06,-1.34,0
O-467606224902266,Oriental Express - Centreville Crest Ln,Prepaid Order,,11/27/18,6:00 PM,25.6,0,2,1.54,4.37,33.51,-4.14,-1.32,0
O-842705963260211,Oriental Express - Centreville Crest Ln,Prepaid Order,,11/1/18,5:08 PM,18.4,0,2,1.1,3.23,24.73,-3.06,-1.05,0
O-651405960931339,Oriental Express - Centreville Crest Ln,Prepaid Order,,11/1/18,5:40 PM,33.9,0,2,2.03,5.69,43.62,-5.39,-1.63,0
O-443706245555553,Oriental Express - Centreville Crest Ln,Prepaid Order,,11/28/18,7:04 PM,30.7,0,2,1.84,6.91,41.45,-4.91,-1.56,0
O-663706137790571,Oriental Express - Centreville Crest Ln,Prepaid Order,,11/18/18,3:02 PM,15.5,0,2,0.93,3.69,22.12,-2.63,-0.97,0
O-465706090095668,Oriental Express - Centreville Crest Ln,Prepaid Order,,11/13/18,7:51 PM,30.65,0,2,1.84,3,37.49,-4.9,-1.44,0
O-998206252074640,Oriental Express - Centreville Crest Ln,Prepaid Order,,11/29/18,8:21 PM,16.25,0,2,0.98,3,22.23,-2.74,-0.98,0
P-63266721,Oriental Express - Centreville Crest Ln,Phone Order,,11/4/18,6:30 PM,0,0,0,0,0,0,-4.01,0,0
O-502506069626597,Oriental Express - Centreville Crest Ln,Prepaid Order,,11/10/18,7:22 PM,50.65,0,2,3.04,11.14,66.83,-7.9,-2.34,0
O-386606192683893,Oriental Express - Centreville Crest Ln,Prepaid Order,,11/24/18,4:29 PM,60.8,0,2,3.65,9.97,76.42,-9.42,-2.63,0
O-027906252579702,Oriental Express - Centreville Crest Ln,Prepaid Order,,11/30/18,6:58 PM,21.5,0,2,1.29,4.96,29.75,-3.53,-1.21,0
O-870605970867939,Oriental Express - Centreville Crest Ln,Prepaid Order,,11/2/18,6:53 PM,30.3,0,2,1.82,6.82,40.94,-4.85,-1.55,0
P-64229559,Oriental Express - Centreville Crest Ln,Phone Order,,11/23/18,12:50 PM,0,0,0,0,0,0,-4.09,0,0
O-169106062314956,Oriental Express - Centreville Crest Ln,Prepaid Order,,11/11/18,12:48 PM,29.5,0,2,1.77,4.99,38.26,-4.73,-1.47,0
O-440505976129365,Oriental Express - Centreville Crest Ln,Prepaid Order,,11/2/18,11:43 AM,17.3,0,2,1.04,2.03,22.37,-2.9,-0.98,0
O-299906213226281,Oriental Express - Centreville Crest Ln,Prepaid Order,,11/26/18,5:36 PM,31.3,0,2,1.88,3.52,38.7,-5,-1.48,0
O-169106062313758,Oriental Express - Centreville Crest Ln,?,,11/11/18,5:10 PM,22.3,0,2,1.34,3.85,29.49,-3.65,-1.2,0
O-835606199745473,Oriental Express - Centreville Crest Ln,Prepaid Order,,11/24/18,5:04 PM,19.3,0,2,1.16,2.25,24.71,-3.2,-1.05,0
