"ID","Restaurant","Type","Description","Date","Time","Subtotal","Service","Delivery","Tax","Tip","Restaurant Total","Commission","Processing Fee","Withheld Tax"
"O-625403387140191","Oriental Express - Centreville Crest Ln","Prepaid Order",,"2/15/18","7:19 PM","32.00","0","2.00","1.92","7.18","43.10","-4.25","-1.61","0"
"O-786503429051352","Oriental Express - Centreville Crest Ln","Prepaid Order",,"2/19/18","7:14 PM","41.50","0","2.00","2.49","9.20","55.19","-5.44","-1.98","0"
"O-473903423228867","Oriental Express - Centreville Crest Ln","Prepaid Order",,"2/20/18","6:25 PM","24.20","0","2.00","1.45","4.15","31.80","-3.28","-1.27","0"
"O-932003278158110","Oriental Express - Centreville Crest Ln","Prepaid Order",,"2/4/18","8:26 PM","21.75","0","2.00","1.31","3.76","28.82","-2.97","-1.18","0"
"O-460103492989762","Oriental Express - Centreville Crest Ln","Prepaid Order",,"2/26/18","7:43 PM","21.75","0","2.00","1.31","0","25.06","-2.97","-1.06","0"
"O-998203367872817","Oriental Express - Centreville Crest Ln","Prepaid Order",,"2/14/18","5:57 PM","27.95","0","2.00","1.68","6.33","37.96","-3.74","-1.46","0"
"O-638003454052650","Oriental Express - Centreville Crest Ln","Prepaid Order",,"2/22/18","7:01 PM","15.90","0","2.00","0.95","3.77","22.62","-2.24","-0.99","0"
"O-455803381332609","Oriental Express - Centreville Crest Ln","Prepaid Order",,"2/16/18","1:13 PM","15.00","0","2.00","0.90","2.69","20.59","-2.13","-0.93","0"
"O-753403325986308","Oriental Express - Centreville Crest Ln","Prepaid Order",,"2/9/18","7:16 PM","23.85","0","0.00","1.43","0","25.28","-2.98","-1.07","0"
"O-561503453736977","Oriental Express - Centreville Crest Ln","Prepaid Order",,"2/23/18","11:52 AM","15.20","0","2.00","0.91","3.62","21.73","-2.15","-0.96","0"
"O-941503467991482","Oriental Express - Centreville Crest Ln","Prepaid Order",,"2/24/18","11:37 AM","27.50","0","2.00","1.65","3.00","34.15","-3.69","-1.34","0"
