"ID","Restaurant","Type","Description","Date","Time","Subtotal","Service","Delivery","Tax","Tip","Restaurant Total","Commission","Processing Fee","Withheld Tax"
"O-486806608522826","Oriental Express - Centreville Crest Ln","Prepaid Order",,"1/4/19","6:48 PM","16.80","0","2.00","1.01","2.97","22.78","-2.82","-0.99","0"
"O-759206588071074","Oriental Express - Centreville Crest Ln","Cash Order",,"1/2/19","5:15 PM","28.35","0","2.00","1.70","0","36.85","-4.55","0","0"
"O-602206742459792","Oriental Express - Centreville Crest Ln","Prepaid Order",,"1/18/19","5:43 PM","25.25","0","2.00","1.52","4.32","33.09","-4.09","-1.31","0"
"O-378606793771890","Oriental Express - Centreville Crest Ln","Prepaid Order",,"1/23/19","6:41 PM","20.30","0","0.00","1.22","0","21.52","-3.05","-0.96","0"
"O-125706791544294","Oriental Express - Centreville Crest Ln","Prepaid Order",,"1/22/19","7:43 PM","31.70","0","2.00","1.90","4.00","39.60","-5.06","-1.51","0"
"O-159506586819005","Oriental Express - Centreville Crest Ln","Prepaid Order",,"1/2/19","11:25 AM","20.15","0","2.00","1.21","4.67","28.03","-3.32","-1.15","0"
"O-162906681668450","Oriental Express - Centreville Crest Ln","Cash Order",,"1/12/19","1:43 PM","19.35","0","2.00","1.16","0","22.51","-3.20","0","0"
"O-411906682634065","Oriental Express - Centreville Crest Ln","Prepaid Order",,"1/12/19","2:51 PM","20.70","0","2.00","1.24","0","23.94","-3.41","-1.03","0"
"O-931806612060547","Oriental Express - Centreville Crest Ln","Prepaid Order",,"1/5/19","5:33 PM","32.45","0","2.00","1.95","5.46","41.86","-5.17","-1.58","0"
"O-237906827941749","Oriental Express - Centreville Crest Ln","Prepaid Order",,"1/26/19","6:07 PM","26.70","0","2.00","1.60","4.00","34.30","-4.31","-1.35","0"
"O-305606798476369","Oriental Express - Centreville Crest Ln","Prepaid Order",,"1/22/19","8:12 PM","22.05","0","2.00","1.32","0","25.37","-3.61","-1.07","0"
"O-757606681559998","Oriental Express - Centreville Crest Ln","Prepaid Order",,"1/12/19","3:35 PM","24.55","0","2.00","1.47","5.60","33.62","-3.98","-1.33","0"
