ID,Restaurant,Type,Description,Date,Time,Subtotal,Service,Delivery,Tax,Tip,Restaurant Total,Commission,Processing Fee,Withheld Tax
O-957209147145795,Oriental Express - Centreville Crest Ln,Prepaid Order,,9/15/19,7:37 PM,20,0,2,1.2,3.32,26.52,-3.3,-1.11,0
O-968009284404060,Oriental Express - Centreville Crest Ln,Cash Order,,9/29/19,12:52 PM,23.4,0,2,1.4,0,29.8,-3.81,0,0
O-480409190175078,Oriental Express - Centreville Crest Ln,Prepaid Order,,9/20/19,7:49 PM,28.7,0,0,1.72,6.08,36.5,-4.31,-1.41,0
O-231609121779076,Oriental Express - Centreville Crest Ln,Prepaid Order,,9/13/19,8:43 PM,22.25,0,2,1.34,5.12,30.71,-3.64,-1.24,0
O-741309118881905,Oriental Express - Centreville Crest Ln,Prepaid Order,,9/12/19,4:46 PM,19.9,0,2,1.19,3.46,26.55,-3.29,-1.11,0
O-204009139589884,Oriental Express - Centreville Crest Ln,Prepaid Order,,9/14/19,3:38 PM,17.1,0,2,1.03,2.01,22.14,-2.87,-0.98,0
O-452209139981199,Oriental Express - Centreville Crest Ln,Prepaid Order,,9/14/19,6:56 PM,35.5,0,2,2.13,3.96,43.59,-5.63,-1.63,0
O-204009069580127,Oriental Express - Centreville Crest Ln,Prepaid Order,,9/7/19,5:58 PM,32.7,0,2,1.96,5.5,42.16,-5.21,-1.59,0
O-734609251420307,Oriental Express - Centreville Crest Ln,?,,9/26/19,7:48 PM,30.1,0,2,1.81,6.78,40.69,-4.82,-1.54,0
O-751009187124291,Oriental Express - Centreville Crest Ln,Prepaid Order,,9/19/19,7:08 PM,25.9,0,2,1.55,4.41,33.86,-4.19,-1.33,0
O-833609180858915,Oriental Express - Centreville Crest Ln,Prepaid Order,,9/19/19,3:57 PM,15.3,0,2,0.92,3.64,21.86,-2.6,-0.97,0
O-135609291908992,Oriental Express - Centreville Crest Ln,Prepaid Order,,9/30/19,7:09 PM,21.7,0,2,1.3,4,29,-3.56,-1.18,0
O-864109078267867,Oriental Express - Centreville Crest Ln,Prepaid Order,,9/8/19,6:41 PM,18.5,0,2,1.11,3.24,24.85,-3.08,-1.06,0
O-508109004083125,Oriental Express - Centreville Crest Ln,Prepaid Order,,9/1/19,5:45 PM,19.3,0,2,1.16,2.54,25,-3.2,-1.06,0
O-864109068211070,Oriental Express - Centreville Crest Ln,Prepaid Order,,9/7/19,6:04 PM,43.05,0,2,2.58,4.76,52.39,-6.76,-1.9,0
O-119509181269008,Oriental Express - Centreville Crest Ln,Prepaid Order,,9/19/19,8:39 PM,26.95,0,2,1.62,4.58,35.15,-4.34,-1.37,0
O-974509160411991,Oriental Express - Centreville Crest Ln,?,,9/17/19,7:18 PM,31.5,0,2,1.89,3.54,38.93,-5.03,-1.49,0
O-451309092646868,Oriental Express - Centreville Crest Ln,Prepaid Order,,9/9/19,8:46 PM,51.05,0,2,3.06,8.42,64.53,-7.96,-2.27,0
O-968009274409494,Oriental Express - Centreville Crest Ln,Prepaid Order,,9/28/19,5:02 PM,30.85,0,2,1.85,3,37.7,-4.93,-1.45,0
O-270909176325032,Oriental Express - Centreville Crest Ln,Prepaid Order,,9/18/19,5:46 PM,10.25,0,0,0.62,0,10.87,-1.54,-0.63,0
O-504709208902465,Oriental Express - Centreville Crest Ln,Prepaid Order,,9/21/19,8:10 PM,21.45,0,2,1.29,4.95,29.69,-3.52,-1.21,0
O-913609124043361,Oriental Express - Centreville Crest Ln,Prepaid Order,,9/13/19,7:08 PM,30.45,0,2,1.83,5,39.28,-4.87,-1.5,0
O-347509285250110,Oriental Express - Centreville Crest Ln,Prepaid Order,,9/29/19,8:16 PM,35.7,0,2,2.14,5.98,45.82,-5.66,-1.7,0
P-CA07d35007f3402a1e8753a7db2a079548,Oriental Express - Centreville Crest Ln,Phone Order,,9/16/19,7:06 PM,0,0,0,0,0,0,-3.98,0,0
O-347609124466029,Oriental Express - Centreville Crest Ln,Prepaid Order,,9/13/19,8:09 PM,24.85,0,0,1.49,0,26.34,-3.73,-1.1,0
O-598709288639869,Oriental Express - Centreville Crest Ln,Prepaid Order,,9/29/19,6:30 PM,53.25,0,2,3.2,5,63.45,-8.29,-2.24,0
O-965509032135391,Oriental Express - Centreville Crest Ln,Prepaid Order,,9/4/19,8:05 PM,28.45,0,2,1.71,4.82,36.98,-4.57,-1.43,0
O-094609098615022,Oriental Express - Centreville Crest Ln,Prepaid Order,,9/10/19,7:06 PM,52.55,0,2,3.15,8.66,66.36,-8.18,-2.32,0
O-035309294639644,Oriental Express - Centreville Crest Ln,Prepaid Order,,9/30/19,1:39 PM,19.55,0,2,1.17,2.28,25,-3.23,-1.06,0
O-451309092623710,Oriental Express - Centreville Crest Ln,?,,9/10/19,6:02 PM,32.1,0,2,1.93,0,36.03,-5.12,-1.4,0
